time_id,full_date,day_of_month,month_number,year_number,day_name,month_name,is_weekend,quarter,year_month
410,2021-02-13,13,2,2021,Saturday,February,true,Q1,2021-02
411,2021-02-14,14,2,2021,Sunday,February,true,Q1,2021-02
412,2021-02-15,15,2,2021,Monday,February,false,Q1,2021-02
413,2021-02-16,16,2,2021,Tuesday,February,false,Q1,2021-02
414,2021-02-17,17,2,2021,Wednesday,February,false,Q1,2021-02
415,2021-02-18,18,2,2021,Thursday,February,false,Q1,2021-02
416,2021-02-19,19,2,2021,Friday,February,false,Q1,2021-02
417,2021-02-20,20,2,2021,Saturday,February,true,Q1,2021-02
418,2021-02-21,21,2,2021,Sunday,February,true,Q1,2021-02
419,2021-02-22,22,2,2021,Monday,February,false,Q1,2021-02
420,2021-02-23,23,2,2021,Tuesday,February,false,Q1,2021-02
421,2021-02-24,24,2,2021,Wednesday,February,false,Q1,2021-02
422,2021-02-25,25,2,2021,Thursday,February,false,Q1,2021-02
423,2021-02-26,26,2,2021,Friday,February,false,Q1,2021-02
424,2021-02-27,27,2,2021,Saturday,February,true,Q1,2021-02
425,2021-02-28,28,2,2021,Sunday,February,true,Q1,2021-02
426,2021-03-01,1,3,2021,Monday,March,false,Q1,2021-03
427,2021-03-02,2,3,2021,Tuesday,March,false,Q1,2021-03
428,2021-03-03,3,3,2021,Wednesday,March,false,Q1,2021-03
429,2021-03-04,4,3,2021,Thursday,March,false,Q1,2021-03
430,2021-03-05,5,3,2021,Friday,March,false,Q1,2021-03
431,2021-03-06,6,3,2021,Saturday,March,true,Q1,2021-03
432,2021-03-07,7,3,2021,Sunday,March,true,Q1,2021-03
433,2021-03-08,8,3,2021,Monday,March,false,Q1,2021-03
434,2021-03-09,9,3,2021,Tuesday,March,false,Q1,2021-03
435,2021-03-10,10,3,2021,Wednesday,March,false,Q1,2021-03
436,2021-03-11,11,3,2021,Thursday,March,false,Q1,2021-03
437,2021-03-12,12,3,2021,Friday,March,false,Q1,2021-03
438,2021-03-13,13,3,2021,Saturday,March,true,Q1,2021-03
439,2021-03-14,14,3,2021,Sunday,March,true,Q1,2021-03
440,2021-03-15,15,3,2021,Monday,March,false,Q1,2021-03
441,2021-03-16,16,3,2021,Tuesday,March,false,Q1,2021-03
442,2021-03-17,17,3,2021,Wednesday,March,false,Q1,2021-03
443,2021-03-18,18,3,2021,Thursday,March,false,Q1,2021-03
444,2021-03-19,19,3,2021,Friday,March,false,Q1,2021-03
445,2021-03-20,20,3,2021,Saturday,March,true,Q1,2021-03
446,2021-03-21,21,3,2021,Sunday,March,true,Q1,2021-03
447,2021-03-22,22,3,2021,Monday,March,false,Q1,2021-03
448,2021-03-23,23,3,2021,Tuesday,March,false,Q1,2021-03
449,2021-03-24,24,3,2021,Wednesday,March,false,Q1,2021-03
450,2021-03-25,25,3,2021,Thursday,March,false,Q1,2021-03
451,2021-03-26,26,3,2021,Friday,March,false,Q1,2021-03
452,2021-03-27,27,3,2021,Saturday,March,true,Q1,2021-03
453,2021-03-28,28,3,2021,Sunday,March,true,Q1,2021-03
454,2021-03-29,29,3,2021,Monday,March,false,Q1,2021-03
455,2021-03-30,30,3,2021,Tuesday,March,false,Q1,2021-03
456,2021-03-31,31,3,2021,Wednesday,March,false,Q1,2021-03
457,2021-04-01,1,4,2021,Thursday,April,false,Q2,2021-04
458,2021-04-02,2,4,2021,Friday,April,false,Q2,2021-04
459,2021-04-03,3,4,2021,Saturday,April,true,Q2,2021-04
460,2021-04-04,4,4,2021,Sunday,April,true,Q2,2021-04
461,2021-04-05,5,4,2021,Monday,April,false,Q2,2021-04
462,2021-04-06,6,4,2021,Tuesday,April,false,Q2,2021-04
463,2021-04-07,7,4,2021,Wednesday,April,false,Q2,2021-04
464,2021-04-08,8,4,2021,Thursday,April,false,Q2,2021-04
465,2021-04-09,9,4,2021,Friday,April,false,Q2,2021-04
466,2021-04-10,10,4,2021,Saturday,April,true,Q2,2021-04
467,2021-04-11,11,4,2021,Sunday,April,true,Q2,2021-04
468,2021-04-12,12,4,2021,Monday,April,false,Q2,2021-04
469,2021-04-13,13,4,2021,Tuesday,April,false,Q2,2021-04
470,2021-04-14,14,4,2021,Wednesday,April,false,Q2,2021-04
471,2021-04-15,15,4,2021,Thursday,April,false,Q2,2021-04
472,2021-04-16,16,4,2021,Friday,April,false,Q2,2021-04
473,2021-04-17,17,4,2021,Saturday,April,true,Q2,2021-04
474,2021-04-18,18,4,2021,Sunday,April,true,Q2,2021-04
475,2021-04-19,19,4,2021,Monday,April,false,Q2,2021-04
476,2021-04-20,20,4,2021,Tuesday,April,false,Q2,2021-04
477,2021-04-21,21,4,2021,Wednesday,April,false,Q2,2021-04
478,2021-04-22,22,4,2021,Thursday,April,false,Q2,2021-04
479,2021-04-23,23,4,2021,Friday,April,false,Q2,2021-04
480,2021-04-24,24,4,2021,Saturday,April,true,Q2,2021-04
481,2021-04-25,25,4,2021,Sunday,April,true,Q2,2021-04
482,2021-04-26,26,4,2021,Monday,April,false,Q2,2021-04
483,2021-04-27,27,4,2021,Tuesday,April,false,Q2,2021-04
484,2021-04-28,28,4,2021,Wednesday,April,false,Q2,2021-04
485,2021-04-29,29,4,2021,Thursday,April,false,Q2,2021-04
486,2021-04-30,30,4,2021,Friday,April,false,Q2,2021-04
487,2021-05-01,1,5,2021,Saturday,May,true,Q2,2021-05
488,2021-05-02,2,5,2021,Sunday,May,true,Q2,2021-05
489,2021-05-03,3,5,2021,Monday,May,false,Q2,2021-05
490,2021-05-04,4,5,2021,Tuesday,May,false,Q2,2021-05
491,2021-05-05,5,5,2021,Wednesday,May,false,Q2,2021-05
492,2021-05-06,6,5,2021,Thursday,May,false,Q2,2021-05
493,2021-05-07,7,5,2021,Friday,May,false,Q2,2021-05
494,2021-05-08,8,5,2021,Saturday,May,true,Q2,2021-05
495,2021-05-09,9,5,2021,Sunday,May,true,Q2,2021-05
496,2021-05-10,10,5,2021,Monday,May,false,Q2,2021-05
497,2021-05-11,11,5,2021,Tuesday,May,false,Q2,2021-05
498,2021-05-12,12,5,2021,Wednesday,May,false,Q2,2021-05
499,2021-05-13,13,5,2021,Thursday,May,false,Q2,2021-05
500,2021-05-14,14,5,2021,Friday,May,false,Q2,2021-05
501,2021-05-15,15,5,2021,Saturday,May,true,Q2,2021-05
502,2021-05-16,16,5,2021,Sunday,May,true,Q2,2021-05
503,2021-05-17,17,5,2021,Monday,May,false,Q2,2021-05
504,2021-05-18,18,5,2021,Tuesday,May,false,Q2,2021-05
505,2021-05-19,19,5,2021,Wednesday,May,false,Q2,2021-05
506,2021-05-20,20,5,2021,Thursday,May,false,Q2,2021-05
507,2021-05-21,21,5,2021,Friday,May,false,Q2,2021-05
508,2021-05-22,22,5,2021,Saturday,May,true,Q2,2021-05
509,2021-05-23,23,5,2021,Sunday,May,true,Q2,2021-05
510,2021-05-24,24,5,2021,Monday,May,false,Q2,2021-05
511,2021-05-25,25,5,2021,Tuesday,May,false,Q2,2021-05
512,2021-05-26,26,5,2021,Wednesday,May,false,Q2,2021-05
513,2021-05-27,27,5,2021,Thursday,May,false,Q2,2021-05
514,2021-05-28,28,5,2021,Friday,May,false,Q2,2021-05
515,2021-05-29,29,5,2021,Saturday,May,true,Q2,2021-05
516,2021-05-30,30,5,2021,Sunday,May,true,Q2,2021-05
517,2021-05-31,31,5,2021,Monday,May,false,Q2,2021-05
518,2021-06-01,1,6,2021,Tuesday,June,false,Q2,2021-06
519,2021-06-02,2,6,2021,Wednesday,June,false,Q2,2021-06
520,2021-06-03,3,6,2021,Thursday,June,false,Q2,2021-06
521,2021-06-04,4,6,2021,Friday,June,false,Q2,2021-06
522,2021-06-05,5,6,2021,Saturday,June,true,Q2,2021-06
523,2021-06-06,6,6,2021,Sunday,June,true,Q2,2021-06
524,2021-06-07,7,6,2021,Monday,June,false,Q2,2021-06
525,2021-06-08,8,6,2021,Tuesday,June,false,Q2,2021-06
526,2021-06-09,9,6,2021,Wednesday,June,false,Q2,2021-06
527,2021-06-10,10,6,2021,Thursday,June,false,Q2,2021-06
528,2021-06-11,11,6,2021,Friday,June,false,Q2,2021-06
529,2021-06-12,12,6,2021,Saturday,June,true,Q2,2021-06
530,2021-06-13,13,6,2021,Sunday,June,true,Q2,2021-06
531,2021-06-14,14,6,2021,Monday,June,false,Q2,2021-06
532,2021-06-15,15,6,2021,Tuesday,June,false,Q2,2021-06
533,2021-06-16,16,6,2021,Wednesday,June,false,Q2,2021-06
534,2021-06-17,17,6,2021,Thursday,June,false,Q2,2021-06
535,2021-06-18,18,6,2021,Friday,June,false,Q2,2021-06
536,2021-06-19,19,6,2021,Saturday,June,true,Q2,2021-06
537,2021-06-20,20,6,2021,Sunday,June,true,Q2,2021-06
538,2021-06-21,21,6,2021,Monday,June,false,Q2,2021-06
539,2021-06-22,22,6,2021,Tuesday,June,false,Q2,2021-06
540,2021-06-23,23,6,2021,Wednesday,June,false,Q2,2021-06
541,2021-06-24,24,6,2021,Thursday,June,false,Q2,2021-06
542,2021-06-25,25,6,2021,Friday,June,false,Q2,2021-06
543,2021-06-26,26,6,2021,Saturday,June,true,Q2,2021-06
544,2021-06-27,27,6,2021,Sunday,June,true,Q2,2021-06
545,2021-06-28,28,6,2021,Monday,June,false,Q2,2021-06
546,2021-06-29,29,6,2021,Tuesday,June,false,Q2,2021-06
547,2021-06-30,30,6,2021,Wednesday,June,false,Q2,2021-06
548,2021-07-01,1,7,2021,Thursday,July,false,Q3,2021-07
549,2021-07-02,2,7,2021,Friday,July,false,Q3,2021-07
550,2021-07-03,3,7,2021,Saturday,July,true,Q3,2021-07
551,2021-07-04,4,7,2021,Sunday,July,true,Q3,2021-07
552,2021-07-05,5,7,2021,Monday,July,false,Q3,2021-07
553,2021-07-06,6,7,2021,Tuesday,July,false,Q3,2021-07
554,2021-07-07,7,7,2021,Wednesday,July,false,Q3,2021-07
555,2021-07-08,8,7,2021,Thursday,July,false,Q3,2021-07
556,2021-07-09,9,7,2021,Friday,July,false,Q3,2021-07
557,2021-07-10,10,7,2021,Saturday,July,true,Q3,2021-07
558,2021-07-11,11,7,2021,Sunday,July,true,Q3,2021-07
559,2021-07-12,12,7,2021,Monday,July,false,Q3,2021-07
560,2021-07-13,13,7,2021,Tuesday,July,false,Q3,2021-07
561,2021-07-14,14,7,2021,Wednesday,July,false,Q3,2021-07
562,2021-07-15,15,7,2021,Thursday,July,false,Q3,2021-07
563,2021-07-16,16,7,2021,Friday,July,false,Q3,2021-07
564,2021-07-17,17,7,2021,Saturday,July,true,Q3,2021-07
565,2021-07-18,18,7,2021,Sunday,July,true,Q3,2021-07
566,2021-07-19,19,7,2021,Monday,July,false,Q3,2021-07
567,2021-07-20,20,7,2021,Tuesday,July,false,Q3,2021-07
568,2021-07-21,21,7,2021,Wednesday,July,false,Q3,2021-07
569,2021-07-22,22,7,2021,Thursday,July,false,Q3,2021-07
570,2021-07-23,23,7,2021,Friday,July,false,Q3,2021-07
571,2021-07-24,24,7,2021,Saturday,July,true,Q3,2021-07
572,2021-07-25,25,7,2021,Sunday,July,true,Q3,2021-07
573,2021-07-26,26,7,2021,Monday,July,false,Q3,2021-07
574,2021-07-27,27,7,2021,Tuesday,July,false,Q3,2021-07
575,2021-07-28,28,7,2021,Wednesday,July,false,Q3,2021-07
576,2021-07-29,29,7,2021,Thursday,July,false,Q3,2021-07
577,2021-07-30,30,7,2021,Friday,July,false,Q3,2021-07
578,2021-07-31,31,7,2021,Saturday,July,true,Q3,2021-07
579,2021-08-01,1,8,2021,Sunday,August,true,Q3,2021-08
580,2021-08-02,2,8,2021,Monday,August,false,Q3,2021-08
581,2021-08-03,3,8,2021,Tuesday,August,false,Q3,2021-08
582,2021-08-04,4,8,2021,Wednesday,August,false,Q3,2021-08
583,2021-08-05,5,8,2021,Thursday,August,false,Q3,2021-08
584,2021-08-06,6,8,2021,Friday,August,false,Q3,2021-08
585,2021-08-07,7,8,2021,Saturday,August,true,Q3,2021-08
586,2021-08-08,8,8,2021,Sunday,August,true,Q3,2021-08
587,2021-08-09,9,8,2021,Monday,August,false,Q3,2021-08
588,2021-08-10,10,8,2021,Tuesday,August,false,Q3,2021-08
589,2021-08-11,11,8,2021,Wednesday,August,false,Q3,2021-08
590,2021-08-12,12,8,2021,Thursday,August,false,Q3,2021-08
591,2021-08-13,13,8,2021,Friday,August,false,Q3,2021-08
592,2021-08-14,14,8,2021,Saturday,August,true,Q3,2021-08
593,2021-08-15,15,8,2021,Sunday,August,true,Q3,2021-08
594,2021-08-16,16,8,2021,Monday,August,false,Q3,2021-08
595,2021-08-17,17,8,2021,Tuesday,August,false,Q3,2021-08
596,2021-08-18,18,8,2021,Wednesday,August,false,Q3,2021-08
597,2021-08-19,19,8,2021,Thursday,August,false,Q3,2021-08
598,2021-08-20,20,8,2021,Friday,August,false,Q3,2021-08
599,2021-08-21,21,8,2021,Saturday,August,true,Q3,2021-08
600,2021-08-22,22,8,2021,Sunday,August,true,Q3,2021-08
601,2021-08-23,23,8,2021,Monday,August,false,Q3,2021-08
602,2021-08-24,24,8,2021,Tuesday,August,false,Q3,2021-08
603,2021-08-25,25,8,2021,Wednesday,August,false,Q3,2021-08
604,2021-08-26,26,8,2021,Thursday,August,false,Q3,2021-08
605,2021-08-27,27,8,2021,Friday,August,false,Q3,2021-08
606,2021-08-28,28,8,2021,Saturday,August,true,Q3,2021-08
607,2021-08-29,29,8,2021,Sunday,August,true,Q3,2021-08
608,2021-08-30,30,8,2021,Monday,August,false,Q3,2021-08
609,2021-08-31,31,8,2021,Tuesday,August,false,Q3,2021-08
610,2021-09-01,1,9,2021,Wednesday,September,false,Q3,2021-09
611,2021-09-02,2,9,2021,Thursday,September,false,Q3,2021-09
612,2021-09-03,3,9,2021,Friday,September,false,Q3,2021-09
613,2021-09-04,4,9,2021,Saturday,September,true,Q3,2021-09
614,2021-09-05,5,9,2021,Sunday,September,true,Q3,2021-09
615,2021-09-06,6,9,2021,Monday,September,false,Q3,2021-09
616,2021-09-07,7,9,2021,Tuesday,September,false,Q3,2021-09
617,2021-09-08,8,9,2021,Wednesday,September,false,Q3,2021-09
618,2021-09-09,9,9,2021,Thursday,September,false,Q3,2021-09
619,2021-09-10,10,9,2021,Friday,September,false,Q3,2021-09
620,2021-09-11,11,9,2021,Saturday,September,true,Q3,2021-09
621,2021-09-12,12,9,2021,Sunday,September,true,Q3,2021-09
622,2021-09-13,13,9,2021,Monday,September,false,Q3,2021-09
623,2021-09-14,14,9,2021,Tuesday,September,false,Q3,2021-09
624,2021-09-15,15,9,2021,Wednesday,September,false,Q3,2021-09
625,2021-09-16,16,9,2021,Thursday,September,false,Q3,2021-09
626,2021-09-17,17,9,2021,Friday,September,false,Q3,2021-09
627,2021-09-18,18,9,2021,Saturday,September,true,Q3,2021-09
628,2021-09-19,19,9,2021,Sunday,September,true,Q3,2021-09
629,2021-09-20,20,9,2021,Monday,September,false,Q3,2021-09
630,2021-09-21,21,9,2021,Tuesday,September,false,Q3,2021-09
631,2021-09-22,22,9,2021,Wednesday,September,false,Q3,2021-09
632,2021-09-23,23,9,2021,Thursday,September,false,Q3,2021-09
633,2021-09-24,24,9,2021,Friday,September,false,Q3,2021-09
634,2021-09-25,25,9,2021,Saturday,September,true,Q3,2021-09
635,2021-09-26,26,9,2021,Sunday,September,true,Q3,2021-09
636,2021-09-27,27,9,2021,Monday,September,false,Q3,2021-09
637,2021-09-28,28,9,2021,Tuesday,September,false,Q3,2021-09
638,2021-09-29,29,9,2021,Wednesday,September,false,Q3,2021-09
639,2021-09-30,30,9,2021,Thursday,September,false,Q3,2021-09
640,2021-10-01,1,10,2021,Friday,October,false,Q4,2021-10
641,2021-10-02,2,10,2021,Saturday,October,true,Q4,2021-10
642,2021-10-03,3,10,2021,Sunday,October,true,Q4,2021-10
643,2021-10-04,4,10,2021,Monday,October,false,Q4,2021-10
644,2021-10-05,5,10,2021,Tuesday,October,false,Q4,2021-10
645,2021-10-06,6,10,2021,Wednesday,October,false,Q4,2021-10
646,2021-10-07,7,10,2021,Thursday,October,false,Q4,2021-10
647,2021-10-08,8,10,2021,Friday,October,false,Q4,2021-10
648,2021-10-09,9,10,2021,Saturday,October,true,Q4,2021-10
649,2021-10-10,10,10,2021,Sunday,October,true,Q4,2021-10
650,2021-10-11,11,10,2021,Monday,October,false,Q4,2021-10
651,2021-10-12,12,10,2021,Tuesday,October,false,Q4,2021-10
652,2021-10-13,13,10,2021,Wednesday,October,false,Q4,2021-10
653,2021-10-14,14,10,2021,Thursday,October,false,Q4,2021-10
654,2021-10-15,15,10,2021,Friday,October,false,Q4,2021-10
655,2021-10-16,16,10,2021,Saturday,October,true,Q4,2021-10
656,2021-10-17,17,10,2021,Sunday,October,true,Q4,2021-10
657,2021-10-18,18,10,2021,Monday,October,false,Q4,2021-10
658,2021-10-19,19,10,2021,Tuesday,October,false,Q4,2021-10
659,2021-10-20,20,10,2021,Wednesday,October,false,Q4,2021-10
660,2021-10-21,21,10,2021,Thursday,October,false,Q4,2021-10
661,2021-10-22,22,10,2021,Friday,October,false,Q4,2021-10
662,2021-10-23,23,10,2021,Saturday,October,true,Q4,2021-10
663,2021-10-24,24,10,2021,Sunday,October,true,Q4,2021-10
664,2021-10-25,25,10,2021,Monday,October,false,Q4,2021-10
665,2021-10-26,26,10,2021,Tuesday,October,false,Q4,2021-10
666,2021-10-27,27,10,2021,Wednesday,October,false,Q4,2021-10
667,2021-10-28,28,10,2021,Thursday,October,false,Q4,2021-10
668,2021-10-29,29,10,2021,Friday,October,false,Q4,2021-10
669,2021-10-30,30,10,2021,Saturday,October,true,Q4,2021-10
670,2021-10-31,31,10,2021,Sunday,October,true,Q4,2021-10
671,2021-11-01,1,11,2021,Monday,November,false,Q4,2021-11
672,2021-11-02,2,11,2021,Tuesday,November,false,Q4,2021-11
673,2021-11-03,3,11,2021,Wednesday,November,false,Q4,2021-11
674,2021-11-04,4,11,2021,Thursday,November,false,Q4,2021-11
675,2021-11-05,5,11,2021,Friday,November,false,Q4,2021-11
676,2021-11-06,6,11,2021,Saturday,November,true,Q4,2021-11
677,2021-11-07,7,11,2021,Sunday,November,true,Q4,2021-11
678,2021-11-08,8,11,2021,Monday,November,false,Q4,2021-11
679,2021-11-09,9,11,2021,Tuesday,November,false,Q4,2021-11
680,2021-11-10,10,11,2021,Wednesday,November,false,Q4,2021-11
681,2021-11-11,11,11,2021,Thursday,November,false,Q4,2021-11
682,2021-11-12,12,11,2021,Friday,November,false,Q4,2021-11
683,2021-11-13,13,11,2021,Saturday,November,true,Q4,2021-11
684,2021-11-14,14,11,2021,Sunday,November,true,Q4,2021-11
685,2021-11-15,15,11,2021,Monday,November,false,Q4,2021-11
686,2021-11-16,16,11,2021,Tuesday,November,false,Q4,2021-11
687,2021-11-17,17,11,2021,Wednesday,November,false,Q4,2021-11
688,2021-11-18,18,11,2021,Thursday,November,false,Q4,2021-11
689,2021-11-19,19,11,2021,Friday,November,false,Q4,2021-11
690,2021-11-20,20,11,2021,Saturday,November,true,Q4,2021-11
691,2021-11-21,21,11,2021,Sunday,November,true,Q4,2021-11
692,2021-11-22,22,11,2021,Monday,November,false,Q4,2021-11
693,2021-11-23,23,11,2021,Tuesday,November,false,Q4,2021-11
694,2021-11-24,24,11,2021,Wednesday,November,false,Q4,2021-11
695,2021-11-25,25,11,2021,Thursday,November,false,Q4,2021-11
696,2021-11-26,26,11,2021,Friday,November,false,Q4,2021-11
697,2021-11-27,27,11,2021,Saturday,November,true,Q4,2021-11
698,2021-11-28,28,11,2021,Sunday,November,true,Q4,2021-11
699,2021-11-29,29,11,2021,Monday,November,false,Q4,2021-11
700,2021-11-30,30,11,2021,Tuesday,November,false,Q4,2021-11
701,2021-12-01,1,12,2021,Wednesday,December,false,Q4,2021-12
702,2021-12-02,2,12,2021,Thursday,December,false,Q4,2021-12
703,2021-12-03,3,12,2021,Friday,December,false,Q4,2021-12
704,2021-12-04,4,12,2021,Saturday,December,true,Q4,2021-12
705,2021-12-05,5,12,2021,Sunday,December,true,Q4,2021-12
706,2021-12-06,6,12,2021,Monday,December,false,Q4,2021-12
707,2021-12-07,7,12,2021,Tuesday,December,false,Q4,2021-12
708,2021-12-08,8,12,2021,Wednesday,December,false,Q4,2021-12
709,2021-12-09,9,12,2021,Thursday,December,false,Q4,2021-12
710,2021-12-10,10,12,2021,Friday,December,false,Q4,2021-12
711,2021-12-11,11,12,2021,Saturday,December,true,Q4,2021-12
712,2021-12-12,12,12,2021,Sunday,December,true,Q4,2021-12
713,2021-12-13,13,12,2021,Monday,December,false,Q4,2021-12
714,2021-12-14,14,12,2021,Tuesday,December,false,Q4,2021-12
715,2021-12-15,15,12,2021,Wednesday,December,false,Q4,2021-12
716,2021-12-16,16,12,2021,Thursday,December,false,Q4,2021-12
717,2021-12-17,17,12,2021,Friday,December,false,Q4,2021-12
718,2021-12-18,18,12,2021,Saturday,December,true,Q4,2021-12
719,2021-12-19,19,12,2021,Sunday,December,true,Q4,2021-12
720,2021-12-20,20,12,2021,Monday,December,false,Q4,2021-12
721,2021-12-21,21,12,2021,Tuesday,December,false,Q4,2021-12
722,2021-12-22,22,12,2021,Wednesday,December,false,Q4,2021-12
723,2021-12-23,23,12,2021,Thursday,December,false,Q4,2021-12
724,2021-12-24,24,12,2021,Friday,December,false,Q4,2021-12
725,2021-12-25,25,12,2021,Saturday,December,true,Q4,2021-12
726,2021-12-26,26,12,2021,Sunday,December,true,Q4,2021-12
727,2021-12-27,27,12,2021,Monday,December,false,Q4,2021-12
728,2021-12-28,28,12,2021,Tuesday,December,false,Q4,2021-12
729,2021-12-29,29,12,2021,Wednesday,December,false,Q4,2021-12
730,2021-12-30,30,12,2021,Thursday,December,false,Q4,2021-12
731,2021-12-31,31,12,2021,Friday,December,false,Q4,2021-12
732,2022-01-01,1,1,2022,Saturday,January,true,Q1,2022-01
733,2022-01-02,2,1,2022,Sunday,January,true,Q1,2022-01
734,2022-01-03,3,1,2022,Monday,January,false,Q1,2022-01
735,2022-01-04,4,1,2022,Tuesday,January,false,Q1,2022-01
736,2022-01-05,5,1,2022,Wednesday,January,false,Q1,2022-01
737,2022-01-06,6,1,2022,Thursday,January,false,Q1,2022-01
738,2022-01-07,7,1,2022,Friday,January,false,Q1,2022-01
739,2022-01-08,8,1,2022,Saturday,January,true,Q1,2022-01
740,2022-01-09,9,1,2022,Sunday,January,true,Q1,2022-01
741,2022-01-10,10,1,2022,Monday,January,false,Q1,2022-01
742,2022-01-11,11,1,2022,Tuesday,January,false,Q1,2022-01
743,2022-01-12,12,1,2022,Wednesday,January,false,Q1,2022-01
744,2022-01-13,13,1,2022,Thursday,January,false,Q1,2022-01
745,2022-01-14,14,1,2022,Friday,January,false,Q1,2022-01
746,2022-01-15,15,1,2022,Saturday,January,true,Q1,2022-01
747,2022-01-16,16,1,2022,Sunday,January,true,Q1,2022-01
748,2022-01-17,17,1,2022,Monday,January,false,Q1,2022-01
749,2022-01-18,18,1,2022,Tuesday,January,false,Q1,2022-01
750,2022-01-19,19,1,2022,Wednesday,January,false,Q1,2022-01
751,2022-01-20,20,1,2022,Thursday,January,false,Q1,2022-01
752,2022-01-21,21,1,2022,Friday,January,false,Q1,2022-01
753,2022-01-22,22,1,2022,Saturday,January,true,Q1,2022-01
754,2022-01-23,23,1,2022,Sunday,January,true,Q1,2022-01
755,2022-01-24,24,1,2022,Monday,January,false,Q1,2022-01
756,2022-01-25,25,1,2022,Tuesday,January,false,Q1,2022-01
757,2022-01-26,26,1,2022,Wednesday,January,false,Q1,2022-01
758,2022-01-27,27,1,2022,Thursday,January,false,Q1,2022-01
759,2022-01-28,28,1,2022,Friday,January,false,Q1,2022-01
760,2022-01-29,29,1,2022,Saturday,January,true,Q1,2022-01
761,2022-01-30,30,1,2022,Sunday,January,true,Q1,2022-01
762,2022-01-31,31,1,2022,Monday,January,false,Q1,2022-01
763,2022-02-01,1,2,2022,Tuesday,February,false,Q1,2022-02
764,2022-02-02,2,2,2022,Wednesday,February,false,Q1,2022-02
765,2022-02-03,3,2,2022,Thursday,February,false,Q1,2022-02
766,2022-02-04,4,2,2022,Friday,February,false,Q1,2022-02
767,2022-02-05,5,2,2022,Saturday,February,true,Q1,2022-02
768,2022-02-06,6,2,2022,Sunday,February,true,Q1,2022-02
769,2022-02-07,7,2,2022,Monday,February,false,Q1,2022-02
770,2022-02-08,8,2,2022,Tuesday,February,false,Q1,2022-02
771,2022-02-09,9,2,2022,Wednesday,February,false,Q1,2022-02
772,2022-02-10,10,2,2022,Thursday,February,false,Q1,2022-02
773,2022-02-11,11,2,2022,Friday,February,false,Q1,2022-02
774,2022-02-12,12,2,2022,Saturday,February,true,Q1,2022-02
775,2022-02-13,13,2,2022,Sunday,February,true,Q1,2022-02
776,2022-02-14,14,2,2022,Monday,February,false,Q1,2022-02
777,2022-02-15,15,2,2022,Tuesday,February,false,Q1,2022-02
778,2022-02-16,16,2,2022,Wednesday,February,false,Q1,2022-02
779,2022-02-17,17,2,2022,Thursday,February,false,Q1,2022-02
780,2022-02-18,18,2,2022,Friday,February,false,Q1,2022-02
781,2022-02-19,19,2,2022,Saturday,February,true,Q1,2022-02
782,2022-02-20,20,2,2022,Sunday,February,true,Q1,2022-02
783,2022-02-21,21,2,2022,Monday,February,false,Q1,2022-02
784,2022-02-22,22,2,2022,Tuesday,February,false,Q1,2022-02
785,2022-02-23,23,2,2022,Wednesday,February,false,Q1,2022-02
786,2022-02-24,24,2,2022,Thursday,February,false,Q1,2022-02
787,2022-02-25,25,2,2022,Friday,February,false,Q1,2022-02
788,2022-02-26,26,2,2022,Saturday,February,true,Q1,2022-02
789,2022-02-27,27,2,2022,Sunday,February,true,Q1,2022-02
790,2022-02-28,28,2,2022,Monday,February,false,Q1,2022-02
791,2022-03-01,1,3,2022,Tuesday,March,false,Q1,2022-03
792,2022-03-02,2,3,2022,Wednesday,March,false,Q1,2022-03
793,2022-03-03,3,3,2022,Thursday,March,false,Q1,2022-03
794,2022-03-04,4,3,2022,Friday,March,false,Q1,2022-03
795,2022-03-05,5,3,2022,Saturday,March,true,Q1,2022-03
796,2022-03-06,6,3,2022,Sunday,March,true,Q1,2022-03
797,2022-03-07,7,3,2022,Monday,March,false,Q1,2022-03
798,2022-03-08,8,3,2022,Tuesday,March,false,Q1,2022-03
799,2022-03-09,9,3,2022,Wednesday,March,false,Q1,2022-03
800,2022-03-10,10,3,2022,Thursday,March,false,Q1,2022-03
801,2022-03-11,11,3,2022,Friday,March,false,Q1,2022-03
802,2022-03-12,12,3,2022,Saturday,March,true,Q1,2022-03
803,2022-03-13,13,3,2022,Sunday,March,true,Q1,2022-03
804,2022-03-14,14,3,2022,Monday,March,false,Q1,2022-03
805,2022-03-15,15,3,2022,Tuesday,March,false,Q1,2022-03
806,2022-03-16,16,3,2022,Wednesday,March,false,Q1,2022-03
807,2022-03-17,17,3,2022,Thursday,March,false,Q1,2022-03
808,2022-03-18,18,3,2022,Friday,March,false,Q1,2022-03
809,2022-03-19,19,3,2022,Saturday,March,true,Q1,2022-03
810,2022-03-20,20,3,2022,Sunday,March,true,Q1,2022-03
811,2022-03-21,21,3,2022,Monday,March,false,Q1,2022-03
812,2022-03-22,22,3,2022,Tuesday,March,false,Q1,2022-03
813,2022-03-23,23,3,2022,Wednesday,March,false,Q1,2022-03
814,2022-03-24,24,3,2022,Thursday,March,false,Q1,2022-03
815,2022-03-25,25,3,2022,Friday,March,false,Q1,2022-03
816,2022-03-26,26,3,2022,Saturday,March,true,Q1,2022-03
817,2022-03-27,27,3,2022,Sunday,March,true,Q1,2022-03
818,2022-03-28,28,3,2022,Monday,March,false,Q1,2022-03
819,2022-03-29,29,3,2022,Tuesday,March,false,Q1,2022-03
